what,kind,bundleId,bundleVersion,description,time
java.vm.specification.version,sysinfo,,,"1.7",1336935011721
java.vm.vendor,sysinfo,,,"Oracle Corporation",1336935011721
java.vm.version,sysinfo,,,"23.0-b21",1336935011721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935014373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935255553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935257082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935289613
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1336935293871
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1336935294011
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1336935294027
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1336935294089
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1336935294167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935294292
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1336935342190
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1336935342284
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1336935342315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935344891
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1336935361058
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1336935361105
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1336935361120
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1336935366356
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1336935366387
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336935367575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935368782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935370965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935372925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935374050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935379835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935385779
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1336935405652
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935416153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935430321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935432681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935437451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935438387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935441039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935450449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935453600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935456174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935484293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935492255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935499979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935501734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935517834
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1336935520925
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1336935520942
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1336935521013
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1336935522566
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1336935522566
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1336935524248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935526501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935528215
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1336935528215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336935528215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935534995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935542583
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1336935542848
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1336935542942
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1336935543361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935544802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935554821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336935557348
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1336935558268
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336935561297
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1336935564433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935575384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935578598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1336935583311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935589131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935594556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935597536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935627833
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.properties",1336935627849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935629500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935630500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935631992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935638998
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336935645238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935645611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935647488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935650078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935652402
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1336935654508
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1336935654540
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1336935654555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935654555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935654649
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1336935654680
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1336935654680
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1336935654711
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1336935655288
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1336935655288
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1336935655288
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336935659976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935667480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935670476
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1336935670491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAs",1336935670632
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1336935674407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935676606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935676731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935680124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935680341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935682628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935682738
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1336935685353
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336935685915
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1336935692380
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1336935692442
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1336935692520
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1336935692567
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336935692583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1336935692598
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1336935692598
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1336935695286
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1336935701373
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1336935702340
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336935703323
opened,view,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.executablesView",1336935704290
activated,view,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.executablesView",1336935704305
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1336935732555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935735550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935743286
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1336935752323
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1336935762599
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1336935762615
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.BreakpointView",1336935764399
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1336935764458
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1336935764493
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.ModuleView",1336935764524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935792078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935797382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAs",1336935797476
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1336935803296
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1336935804669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935816772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935820407
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1336935828316
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1336935828332
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.ModuleView",1336935828332
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336935828410
activated,perspective,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.CPerspective",1336935828425
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336935828441
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1336935843034
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336935844080
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1336935852047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935873514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935873842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935877001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935877297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935883271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935890821
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1336935893770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935896641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935898169
